Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
revises,revises,0.02,Verb,7,7,3,revise,,,11.67,1.00,,,,9.31
revising,revising,0.27,Verb,8,7,3,revise,,,11.67,1.00,,,,9.31
revision,revision,0.57,Noun,8,7,3,revision,10.33,1.00,10.33,1.00,,,,
revisionist,revisionist,0.25,Noun,11,10,4,revisionist,16.53,0.85,16.53,0.85,,,,
revisionists,revisionists,0.02,Noun,12,11,4,revisionist,,,16.53,0.85,,,,
revisions,revisions,0.37,Noun,9,8,3,revision,,,10.33,1.00,,,,
revisit,revisit,0.84,Verb,7,7,3,revisit,10.00,0.95,10.00,0.95,,,,
revisited,revisited,0.16,Verb,9,9,4,revisit,,,10.00,0.95,,,,
revisiting,revisiting,0.18,Verb,10,9,4,revisit,,,10.00,0.95,,,,
revitalize,revitalise,0.25,Verb,10,9,4,revitalize,12.42,1.00,12.42,1.00,,,,
revitalizing,revitalising,0.14,Verb,12,11,5,revitalize,,,12.42,1.00,,,,
revival,revival,1.18,Noun,7,7,3,revival,10.17,1.00,10.17,1.00,,,,
revivals,revivals,0.10,Noun,8,8,3,revival,,,10.17,1.00,,,,
revive,revive,1.84,Verb,6,5,2,revive,10.47,1.00,10.47,1.00,,,,9.94
revived,revived,0.61,Verb,7,6,2,revive,,,10.47,1.00,,,,9.94
reviver,reviver,0.02,Noun,7,6,3,reviver,11.28,0.86,11.28,0.86,,,,
revives,revives,0.10,Verb,7,6,2,revive,,,10.47,1.00,,,,9.94
reviving,reviving,0.31,Verb,8,7,3,revive,,,10.47,1.00,,,,9.94
revocable,revocable,0.06,Adjective,9,9,4,revocable,13.21,0.95,13.21,0.95,,,,
revocation,revocation,0.04,Noun,10,9,4,revocation,14.69,0.84,14.69,0.84,,,,
revoke,revoke,0.73,Verb,6,5,2,revoke,12.10,1.00,12.10,1.00,,12.24,,10.70
revoked,revoked,1.24,Verb,7,6,2,revoke,,,12.10,1.00,,12.24,,10.70
revoking,revoking,0.20,Verb,8,7,3,revoke,,,12.10,1.00,,12.24,,10.70
revolt,revolt,1.55,Noun,6,6,2,revolt,10.67,0.95,10.67,0.95,,,,9.85
revolting,revolting,1.92,Adjective,9,8,3,revolting,9.74,1.00,9.74,1.00,,,,
revolts,revolts,0.10,Noun,7,7,2,revolt,,,10.67,0.95,,,,9.85
revolution,revolution,12.33,Noun,10,9,4,revolution,10.00,1.00,10.00,1.00,,10.19,,
revolutionaries,revolutionaries,0.69,Noun,15,13,6,revolutionary,,,10.28,1.00,,,,
revolutionary,revolutionary,4.39,Adjective,13,12,6,revolutionary,10.28,1.00,10.28,1.00,,,,
revolutionize,revolutionise,0.47,Verb,13,11,5,revolutionize,11.85,0.95,11.85,0.95,,,,
revolutionized,revolutionised,0.22,Verb,14,12,5,revolutionize,,,11.85,0.95,,,,
revolutionizing,revolutionising,0.06,Verb,15,13,6,revolutionize,,,11.85,0.95,,,,
revolutions,revolutions,0.59,Noun,11,10,4,revolution,,,10.00,1.00,,10.19,,
revolve,revolve,0.69,Verb,7,6,2,revolve,8.28,0.95,8.28,0.95,,,,
revolved,revolved,0.18,Verb,8,7,2,revolve,,,8.28,0.95,,,,
revolver,revolver,2.76,Noun,8,7,3,revolver,9.26,1.00,9.26,1.00,,,,
revolvers,revolvers,0.25,Noun,9,8,3,revolver,,,9.26,1.00,,,,
revolves,revolves,0.61,Verb,8,7,2,revolve,,,8.28,0.95,,,,
revolving,revolving,1.00,Adjective,9,8,3,revolving,11.00,1.00,11.00,1.00,,,,
revote,revote,0.04,Verb,6,5,2,revote,13.50,0.56,13.50,0.56,,,,
revs,revs,0.65,Noun,4,4,1,rev,,,10.67,0.79,10.68,,10.53,
revue,revue,0.73,Noun,5,5,2,revue,13.71,0.74,13.71,0.74,,,,12.85
revues,revues,0.04,Noun,6,6,2,revue,,,13.71,0.74,,,,12.85
revulsion,revulsion,0.24,Noun,9,8,3,revulsion,12.41,0.94,12.41,0.94,,,,
revved,revved,0.24,Verb,6,4,1,rev,,,10.67,0.79,10.68,,10.53,
revving,revving,0.76,Verb,7,5,2,rev,,,10.67,0.79,10.68,,10.53,
reward,reward,18.02,Noun,6,6,2,reward,6.89,1.00,6.89,1.00,7.26,6.49,,6.75
rewarded,rewarded,2.94,Verb,8,8,3,reward,,,6.89,1.00,7.26,6.49,,6.75
rewarding,rewarding,1.67,Adjective,9,8,3,rewarding,8.11,1.00,8.11,1.00,,,,
rewards,rewards,2.04,Noun,7,7,2,reward,,,6.89,1.00,7.26,6.49,,6.75
rewash,rewash,0.02,Verb,6,5,2,rewash,6.05,1.00,6.05,1.00,,,,
rewashes,rewashes,0.04,Verb,8,7,3,rewash,,,6.05,1.00,,,,
reweigh,reweigh,0.02,Verb,7,4,2,reweigh,9.89,0.82,9.89,0.82,,,,
rewind,rewind,1.75,Verb,6,6,2,rewind,7.79,1.00,7.79,1.00,,,,
rewinding,rewinding,0.24,Verb,9,8,3,rewind,,,7.79,1.00,,,,
rewinds,rewinds,0.04,Verb,7,7,2,rewind,,,7.79,1.00,,,,
rewire,rewire,0.47,Verb,6,5,3,rewire,9.56,1.00,9.56,1.00,,,,
rewired,rewired,0.18,Verb,7,6,3,rewire,,,9.56,1.00,,,,
rewiring,rewiring,0.33,Verb,8,7,4,rewire,,,9.56,1.00,,,,
reword,reword,0.02,Noun,6,5,2,reword,10.72,1.00,10.72,1.00,,,,
rework,rework,0.16,Verb,6,5,2,rework,9.80,1.00,9.80,1.00,,,,
reworked,reworked,0.20,Verb,8,6,2,rework,,,9.80,1.00,,,,
reworking,reworking,0.10,Verb,9,7,3,rework,,,9.80,1.00,,,,
rewrap,rewrap,0.02,Verb,6,5,2,rewrap,9.16,1.00,9.16,1.00,,,,
rewrite,rewrite,2.75,Verb,7,5,2,rewrite,9.78,1.00,9.78,1.00,,,,
rewriter,rewriter,0.02,Noun,8,6,3,rewriter,12.47,1.00,12.47,1.00,,,,
rewrites,rewrites,0.45,Verb,8,6,2,rewrite,,,9.78,1.00,,,,
rewriting,rewriting,0.80,Verb,9,7,3,rewrite,,,9.78,1.00,,,,
rewritten,rewritten,0.43,Verb,9,7,3,rewrite,,,9.78,1.00,,,,
rewrote,rewrote,0.80,Verb,7,5,2,rewrite,,,9.78,1.00,,,,
rhapsody,rhapsody,0.53,Noun,8,7,3,rhapsody,12.95,1.00,12.95,1.00,,12.49,,
rhesus,rhesus,0.18,Noun,6,5,2,rhesus,15.75,0.40,15.75,0.40,,,,
rhetoric,rhetoric,0.41,Noun,8,6,3,rhetoric,13.69,0.89,13.69,0.89,,,,
rhetorical,rhetorical,0.96,Adjective,10,9,4,rhetorical,14.25,1.00,14.25,1.00,,,,
rheum,rheum,0.08,Noun,5,3,1,rheum,17.38,0.42,17.38,0.42,,,,
rheumatic,rheumatic,0.16,Adjective,9,7,3,rheumatic,14.41,0.94,14.41,0.94,,,,
rheumatism,rheumatism,0.69,Noun,10,9,4,rheumatism,13.57,0.64,13.57,0.64,,,,
rheumatoid,rheumatoid,0.14,Adjective,10,7,3,rheumatoid,14.30,1.00,14.30,1.00,,,,
rheumatology,rheumatology,0.02,Noun,12,10,5,rheumatology,15.11,0.90,15.11,0.90,,,,
rhinestone,rhinestone,0.63,Noun,10,7,2,rhinestone,11.06,0.90,11.06,0.90,,,,
rhinestones,rhinestones,0.55,Noun,11,8,2,rhinestone,,,11.06,0.90,,,,
rhinitis,rhinitis,0.04,Noun,8,7,3,rhinitis,18.07,0.70,18.07,0.70,,,,
rhino,rhino,2.08,Noun,5,4,2,rhino,5.89,1.00,5.89,1.00,,,,4.91
rhinoceros,rhinocerous,0.75,Noun,10,8,4,rhinoceros,6.00,1.00,6.00,1.00,7.80,,,
rhinoceroses,rhinoceroses,0.02,Noun,12,11,5,rhinoceros,,,6.00,1.00,7.80,,,
rhinos,rhinos,0.25,Noun,6,5,2,rhino,,,5.89,1.00,,,,4.91
rhizome,rhizome,0.12,Noun,7,5,2,rhizome,13.47,0.75,13.47,0.75,,,,
rho,rho,0.14,Noun,3,2,1,rho,15.45,0.58,15.45,0.58,,,,
rhodium,rhodium,0.04,Noun,7,6,3,rhodium,14.70,0.53,14.70,0.53,,,,
rhododendron,rhododendron,0.06,Noun,12,11,4,rhododendron,11.53,0.89,11.53,0.89,,,,
rhododendrons,rhododendrons,0.04,Noun,13,12,4,rhododendron,,,11.53,0.89,,,,
rhomboid,rhomboid,0.08,Noun,8,6,2,rhomboid,12.67,0.79,12.67,0.79,,,,
rhombus,rhombus,0.06,Noun,7,6,2,rhombus,10.88,0.89,10.88,0.89,,,,
rhubarb,rhubarb,1.08,Noun,7,6,2,rhubarb,10.53,0.90,10.53,0.90,,,,9.76
rhyme,rime,4.41,Noun,5,3,1,rhyme,5.47,1.00,5.47,1.00,,5.20,6.87,
rhymed,rhymed,0.29,Verb,6,4,1,rhyme,,,5.47,1.00,,5.20,6.87,
rhymes,rhymes,2.96,Verb,6,4,1,rhyme,,,5.47,1.00,,5.20,6.87,
rhymester,rhymester,0.02,Noun,9,6,2,rhymester,14.25,0.44,14.25,0.44,,,,
rhythm,rhythm,10.90,Noun,6,5,2,rhythm,7.16,1.00,7.16,1.00,,7.71,,7.49
rhythmic,rhythmic,1.02,Adjective,8,6,2,rhythmic,10.65,0.94,10.65,0.94,,,,
rhythmical,rhythmical,0.06,Adjective,10,8,3,rhythmical,12.06,0.90,12.06,0.90,,,,
rhythms,rhythms,0.92,Noun,7,6,2,rhythm,,,7.16,1.00,,7.71,,7.49
rib,rib,5.90,Noun,3,3,1,rib,6.30,1.00,6.30,1.00,,,6.81,
ribald,ribald,0.16,Adjective,6,6,2,ribald,11.38,0.40,11.38,0.40,,,,
ribaldry,ribaldry,0.02,Noun,8,8,3,ribaldry,15.00,0.37,15.00,0.37,,,,
riband,riband,#N/A,#N/A,6,6,2,riband,13.00,0.05,13.00,0.05,,,,
ribbed,ribbed,0.35,Adjective,6,4,1,ribbed,11.44,1.00,11.44,1.00,,,,
ribbon,ribbon,5.06,Noun,6,5,2,ribbon,5.25,1.00,5.25,1.00,,5.82,,6.20
ribbons,ribbons,2.92,Noun,7,6,2,ribbon,,,5.25,1.00,,5.82,,6.20
ribcage,ribcage,0.16,Noun,7,6,2,ribcage,8.56,1.00,8.56,1.00,,,,
riboflavin,riboflavin,0.12,Noun,10,10,4,riboflavin,14.37,0.95,14.37,0.95,,,,
ribonucleic,ribonucleic,0.02,Adjective,11,11,5,ribonucleic,12.71,0.78,12.71,0.78,,,,
ribs,ribs,8.35,Noun,4,4,1,rib,,,6.30,1.00,,,6.81,
rice,rice,15.08,Noun,4,3,1,rice,3.72,1.00,3.72,1.00,,5.48,4.99,
rich,rich,80.39,Adjective,4,3,1,rich,6.32,1.00,6.32,1.00,,,5.99,
richer,richer,3.88,Adjective,6,4,2,rich,,,6.32,1.00,,,5.99,
riches,riches,3.33,Noun,6,5,2,riches,8.33,1.00,8.33,1.00,,,,
richest,richest,4.04,Adjective,7,6,2,rich,,,6.32,1.00,,,5.99,
richness,richness,0.29,Noun,8,6,2,richness,9.28,0.95,9.28,0.95,,,,
rick,rick,26.20,Name,4,3,1,rick,7.80,0.67,7.80,0.67,,11.17,,
rickets,rickets,0.39,Noun,7,6,2,rickets,11.69,0.68,11.69,0.68,,,,
rickety,rickety,0.41,Adjective,7,6,3,rickety,10.67,1.00,10.67,1.00,,,,
rickshaw,rickshaw,0.59,Noun,8,5,2,rickshaw,11.94,0.89,11.94,0.89,,,,
rickshaws,rickshaws,0.10,Noun,9,6,2,rickshaw,,,11.94,0.89,,,,
ricochet,ricochet,0.47,Noun,8,6,3,ricochet,10.50,0.95,10.50,0.95,,,,
ricocheted,ricocheted,0.16,Verb,10,7,3,ricochet,,,10.50,0.95,,,,
ricochets,ricochets,0.10,Verb,9,7,3,ricochet,,,10.50,0.95,,,,
ricotta,ricotta,0.25,Noun,7,6,3,ricotta,12.67,0.95,12.67,0.95,,,,
rid,rid,59.84,Verb,3,3,1,rid,6.79,0.95,6.79,0.95,,,7.49,
riddance,riddance,1.73,Noun,8,6,2,riddance,12.72,1.00,12.72,1.00,,,,
ridden,ridden,2.14,Verb,6,5,2,ride,,,4.67,1.00,4.68,4.64,4.99,
ridding,ridding,0.31,Verb,7,5,2,rid,,,6.79,0.95,,,7.49,
riddle,riddle,4.53,Noun,6,5,2,riddle,7.17,1.00,7.17,1.00,,,,6.82
riddled,riddled,0.96,Verb,7,6,2,riddle,,,7.17,1.00,,,,6.82
riddles,riddles,1.82,Noun,7,6,2,riddle,,,7.17,1.00,,,,6.82
riddling,riddling,0.10,Verb,8,7,3,riddle,,,7.17,1.00,,,,6.82
ride,ride,135.37,Noun,4,3,1,ride,4.67,1.00,4.67,1.00,4.68,4.64,4.99,
rider,rider,7.71,Noun,5,4,2,rider,6.37,1.00,6.37,1.00,,,,
riders,riders,3.10,Noun,6,5,2,rider,,,6.37,1.00,,,,
rides,rides,7.18,Verb,5,4,1,ride,,,4.67,1.00,4.68,4.64,4.99,
ridge,ridge,7.08,Noun,5,3,1,ridge,8.84,1.00,8.84,1.00,,8.60,8.61,
ridgepole,ridgepole,0.10,Noun,9,6,2,ridgepole,14.00,0.43,14.00,0.43,,,,
ridges,ridges,0.71,Noun,6,5,2,ridge,,,8.84,1.00,,8.60,8.61,
ridicule,ridicule,1.96,Noun,8,8,3,ridicule,11.85,1.00,11.85,1.00,,,,
ridiculed,ridiculed,0.76,Verb,9,9,3,ridicule,,,11.85,1.00,,,,
ridicules,ridicules,0.08,Verb,9,9,3,ridicule,,,11.85,1.00,,,,
ridiculing,ridiculing,0.10,Verb,10,10,4,ridicule,,,11.85,1.00,,,,
ridiculous,ridiculous,55.61,Adjective,10,10,4,ridiculous,7.00,1.00,7.00,1.00,,,,
ridiculousness,ridiculousness,0.04,Noun,14,13,5,ridiculousness,9.15,1.00,9.15,1.00,,,,
riding,riding,32.00,Verb,6,5,2,ride,,,4.67,1.00,4.68,4.64,4.99,
rids,rids,0.06,Verb,4,4,1,rid,,,6.79,0.95,,,7.49,
riel,riel,#N/A,#N/A,4,3,1,riel,15.67,0.14,15.67,0.14,,,,
rife,rife,0.51,Adjective,4,3,1,rife,12.83,0.95,12.83,0.95,,,,
riff,riff,1.12,Noun,4,3,1,riff,9.84,0.86,9.84,0.86,,,,
riffle,riffle,0.12,Noun,6,5,2,riffle,9.15,0.72,9.15,0.72,,,,
riffraff,riffraff,1.02,Noun,8,6,2,riffraff,8.26,1.00,8.26,1.00,,,,12.01
riffs,riffs,0.20,Noun,5,4,1,riff,,,9.84,0.86,,,,
rifle,rifle,14.57,Noun,5,5,2,rifle,7.85,1.00,7.85,1.00,,6.50,,
rifled,rifled,0.12,Verb,6,6,2,rifle,,,7.85,1.00,,6.50,,
rifleman,rifleman,0.53,Noun,8,8,3,rifleman,9.67,1.00,9.67,1.00,,,,
riflemen,riflemen,0.20,Noun,8,8,3,rifleman,,,9.67,1.00,,,,
rifles,rifles,5.12,Noun,6,6,2,rifle,,,7.85,1.00,,6.50,,
rifling,rifling,0.37,Verb,7,6,2,rifle,,,7.85,1.00,,6.50,,
rift,rift,1.08,Noun,4,4,1,rift,12.00,0.90,12.00,0.90,,,10.82,
rifts,rifts,0.08,Noun,5,5,1,rift,,,12.00,0.90,,,10.82,
rig,rig,8.63,Noun,3,3,1,rig,8.95,1.00,8.95,1.00,10.49,,9.24,
rigatoni,rigatoni,0.29,Noun,8,8,4,rigatoni,8.93,0.83,8.93,0.83,,,,
rigged,rigged,3.80,Verb,6,4,1,rig,,,8.95,1.00,10.49,,9.24,
rigger,rigger,0.18,Noun,6,4,2,rigger,12.71,0.94,12.71,0.94,,,,
right,right,4008.39,Adverb,5,3,1,right,4.35,1.00,4.35,1.00,4.87,,4.60,
righted,righted,0.12,Verb,7,5,2,right,,,4.35,1.00,4.87,,4.60,
righteous,righteous,3.92,Adjective,9,5,2,righteous,10.21,1.00,10.21,1.00,,,,
righteousness,righteousness,1.75,Noun,13,8,3,righteousness,9.94,1.00,9.94,1.00,10.02,,,
righter,righter,0.08,Adjective,7,4,2,right,,,4.35,1.00,4.87,,4.60,
rightful,rightful,2.33,Adjective,8,6,2,rightful,9.32,1.00,9.32,1.00,,,,
righties,righties,0.04,Noun,8,5,2,righty,,,7.75,0.95,,,,
righting,righting,0.22,Verb,8,5,2,right,,,4.35,1.00,4.87,,4.60,
rightist,rightist,0.02,Noun,8,6,2,rightist,14.43,0.78,14.43,0.78,,,,
rightists,rightists,0.04,Noun,9,7,2,rightist,,,14.43,0.78,,,,
rightness,rightness,0.18,Noun,9,6,2,rightness,10.00,0.95,10.00,0.95,,,,
rights,rights,29.61,Noun,6,4,1,right,,,4.35,1.00,4.87,,4.60,
rightward,rightward,0.02,Adjective,9,6,2,rightward,11.41,0.94,11.41,0.94,,,,
righty,righty,3.33,Adjective,6,4,2,righty,7.75,0.95,7.75,0.95,,,,
rigid,rigid,1.86,Adjective,5,5,2,rigid,9.16,0.95,9.16,0.95,,,,
rigidities,rigidities,0.02,Noun,10,9,4,rigidity,,,11.47,1.00,,11.28,,
rigidity,rigidity,0.22,Noun,8,8,4,rigidity,11.47,1.00,11.47,1.00,,11.28,,
rigmarole,rigmarole,0.12,Noun,9,8,3,rigmarole,15.20,0.71,15.20,0.71,,,,
rigor,rigour,0.86,Noun,5,4,2,rigor,11.11,1.00,11.11,1.00,,,,12.64
rigorous,rigorous,0.84,Adjective,8,6,3,rigorous,11.60,1.00,11.60,1.00,,,,
rigorousness,rigorousness,0.02,Noun,12,9,4,rigorousness,14.15,1.00,14.15,1.00,,,,
rigors,rigours,0.24,Noun,6,5,2,rigor,,,11.11,1.00,,,,12.64
rigs,rigs,0.53,Noun,4,4,1,rig,,,8.95,1.00,10.49,,9.24,
rile,rile,0.33,Verb,4,3,1,rile,10.95,0.86,10.95,0.86,,,11.78,
riled,riled,1.45,Verb,5,4,1,rile,,,10.95,0.86,,,11.78,
riles,riles,0.10,Verb,5,4,1,rile,,,10.95,0.86,,,11.78,
riling,riling,0.06,Verb,6,5,2,rile,,,10.95,0.86,,,11.78,
rill,rill,0.12,Noun,4,3,1,rill,15.75,0.22,15.75,0.22,,,,
rills,rills,0.02,Noun,5,4,1,rill,,,15.75,0.22,,,,
rim,rim,2.45,Noun,3,3,1,rim,8.05,1.00,8.05,1.00,,,7.74,
rimless,rimless,0.02,Adjective,7,6,2,rimless,11.36,0.78,11.36,0.78,,,,
rims,rims,0.76,Noun,4,4,1,rim,,,8.05,1.00,,,7.74,
rimy,rimy,0.02,Adjective,4,4,2,rimy,10.25,0.22,10.25,0.22,,,,
rind,rind,0.27,Noun,4,4,1,rind,8.95,0.95,8.95,0.95,,,10.68,
rinds,rinds,0.49,Noun,5,5,1,rind,,,8.95,0.95,,,10.68,
ring,ring,92.75,Noun,4,3,1,ring,4.53,1.00,4.53,1.00,6.08,4.35,4.79,
ringed,ringed,0.16,Verb,6,4,1,ring,,,4.53,1.00,6.08,4.35,4.79,
ringer,ringer,1.67,Noun,6,4,2,ringer,8.80,1.00,8.80,1.00,,,,
ringers,ringers,0.53,Noun,7,5,2,ringer,,,8.80,1.00,,,,
ringleader,ringleader,0.53,Noun,10,7,3,ringleader,9.74,1.00,9.74,1.00,,,,
ringleaders,ringleaders,0.06,Noun,11,8,3,ringleader,,,9.74,1.00,,,,
ringmaster,ringmaster,0.39,Noun,10,8,3,ringmaster,7.53,0.95,7.53,0.95,,,,
rings,rings,29.88,Verb,5,4,1,ring,,,4.53,1.00,6.08,4.35,4.79,
ringside,ringside,0.92,Noun,8,6,2,ringside,9.88,0.94,9.88,0.94,,,,
ringtail,ringtail,0.06,Noun,8,6,2,ringtail,10.69,0.65,10.69,0.65,,,,
ringtails,ringtails,0.04,Noun,9,7,2,ringtail,,,10.69,0.65,,,,
ringtone,ringtone,0.08,Noun,8,6,2,ringtone,13.78,1.00,13.78,1.00,,,,
ringtones,ringtones,0.04,Verb,9,7,2,ringtone,,,13.78,1.00,,,,
ringworm,ringworm,0.10,Noun,8,6,2,ringworm,10.28,1.00,10.28,1.00,,,,
rink,rink,2.14,Noun,4,4,1,rink,8.69,0.89,8.69,0.89,,,8.51,
rinks,rinks,0.02,Noun,5,5,1,rink,,,8.69,0.89,,,8.51,
rinse,rinse,2.35,Verb,5,4,1,rinse,4.95,1.00,4.95,1.00,6.23,,6.20,
rinsed,rinsed,0.18,Verb,6,5,1,rinse,,,4.95,1.00,6.23,,6.20,
rinses,rinses,0.04,Noun,6,6,2,rinse,,,4.95,1.00,6.23,,6.20,
rinsing,rinsing,0.06,Verb,7,6,2,rinse,,,4.95,1.00,6.23,,6.20,
riot,riot,6.49,Noun,4,4,2,riot,9.95,1.00,9.95,1.00,,9.03,,
rioted,rioted,0.12,Verb,6,6,3,riot,,,9.95,1.00,,9.03,,
rioting,rioting,0.51,Noun,7,6,3,rioting,10.16,1.00,10.16,1.00,,,,
riotous,riotous,0.16,Adjective,7,6,3,riotous,12.53,0.89,12.53,0.89,,,,
riots,riots,2.37,Noun,5,5,2,riot,,,9.95,1.00,,9.03,,
rip,rip,20.16,Verb,3,3,1,rip,6.11,1.00,6.11,1.00,,,5.75,
ripcord,ripcord,0.04,Noun,7,7,2,ripcord,10.84,0.95,10.84,0.95,,,,
ripe,ripe,4.18,Adjective,4,3,1,ripe,7.11,1.00,7.11,1.00,,6.35,7.56,
ripen,ripen,0.27,Verb,5,5,2,ripen,7.22,1.00,7.22,1.00,7.37,,,
ripened,ripened,0.10,Verb,7,6,2,ripen,,,7.22,1.00,7.37,,,
ripeness,ripeness,0.04,Noun,8,6,2,ripeness,12.11,1.00,12.11,1.00,,,,
ripening,ripening,0.12,Verb,8,7,3,ripen,,,7.22,1.00,7.37,,,
ripens,ripens,0.08,Verb,6,6,2,ripen,,,7.22,1.00,7.37,,,
riper,riper,0.06,Adjective,5,4,2,ripe,,,7.11,1.00,,6.35,7.56,
ripest,ripest,0.04,Adjective,6,6,2,ripe,,,7.11,1.00,,6.35,7.56,
riposte,riposte,0.12,Noun,7,6,2,riposte,15.60,0.53,15.60,0.53,,,,
ripped,ripped,19.06,Verb,6,4,1,rip,,,6.11,1.00,,,5.75,
ripper,ripper,2.49,Noun,6,4,2,ripper,8.29,0.94,8.29,0.94,,,,
rippers,rippers,0.31,Noun,7,5,2,ripper,,,8.29,0.94,,,,
ripping,ripping,4.00,Verb,7,5,2,rip,,,6.11,1.00,,,5.75,
ripple,ripple,1.51,Noun,6,5,2,ripple,8.47,1.00,8.47,1.00,,,,9.85
rippled,rippled,0.08,Verb,7,6,2,ripple,,,8.47,1.00,,,,9.85
ripples,ripples,0.88,Noun,7,6,2,ripple,,,8.47,1.00,,,,9.85
rippling,rippling,0.59,Adjective,8,7,3,rippling,6.58,1.00,6.58,1.00,,,,
rips,rips,1.35,Verb,4,4,1,rip,,,6.11,1.00,,,5.75,
ripsaw,ripsaw,#N/A,#N/A,6,5,2,ripsaw,13.08,0.63,13.08,0.63,,,,
riptide,riptide,0.14,Noun,7,6,2,riptide,10.39,0.95,10.39,0.95,,,,
riptides,riptides,0.02,Noun,8,7,2,riptide,,,10.39,0.95,,,,
rise,rise,27.43,Verb,4,3,1,rise,6.72,1.00,6.72,1.00,6.30,,6.60,
risen,risen,1.55,Verb,5,5,2,rise,,,6.72,1.00,6.30,,6.60,
riser,riser,0.35,Noun,5,4,2,riser,10.56,1.00,10.56,1.00,,,,
risers,risers,0.20,Noun,6,5,2,riser,,,10.56,1.00,,,,
rises,rises,4.02,Verb,5,5,2,rise,,,6.72,1.00,6.30,,6.60,
rising,rising,8.41,Verb,6,5,2,rise,,,6.72,1.00,6.30,,6.60,
risk,risk,49.04,Noun,4,4,1,risk,7.58,1.00,7.58,1.00,,7.92,6.81,
risked,risked,3.82,Verb,6,5,1,risk,,,7.58,1.00,,7.92,6.81,
riskier,riskier,0.16,Adjective,7,6,3,risky,,,8.16,1.00,,,,
riskiest,riskiest,0.04,Adjective,8,8,3,risky,,,8.16,1.00,,,,
risking,risking,4.04,Verb,7,6,2,risk,,,7.58,1.00,,7.92,6.81,
risks,risks,6.51,Noun,5,5,1,risk,,,7.58,1.00,,7.92,6.81,
risky,risky,7.71,Adjective,5,5,2,risky,8.16,1.00,8.16,1.00,,,,
risotto,risotto,0.84,Noun,7,6,3,risotto,16.00,0.82,16.00,0.82,,,,
rissole,rissole,0.02,Noun,7,5,2,rissole,14.86,0.35,14.86,0.35,,,,
rissoles,rissoles,0.02,Noun,8,6,2,rissole,,,14.86,0.35,,,,
rite,rite,1.45,Noun,4,3,1,rite,10.42,1.00,10.42,1.00,,,11.02,
rites,rites,1.86,Noun,5,4,1,rite,,,10.42,1.00,,,11.02,
ritual,ritual,8.94,Noun,6,6,3,ritual,11.74,1.00,11.74,1.00,,,,
ritualistic,ritualistic,0.53,Adjective,11,11,5,ritualistic,12.89,0.95,12.89,0.95,,,,
ritualize,ritualize,0.02,Verb,9,9,4,ritualize,13.17,0.95,13.17,0.95,,,,
ritualized,ritualised,0.20,Adjective,10,10,4,ritualized,11.44,1.00,11.44,1.00,,,,
rituals,rituals,2.61,Noun,7,7,3,ritual,,,11.74,1.00,,,,
ritziest,ritziest,0.02,Adjective,8,8,3,ritzy,,,10.28,0.95,,,,
ritzy,ritzy,0.37,Adjective,5,5,2,ritzy,10.28,0.95,10.28,0.95,,,,
rival,rival,3.78,Noun,5,5,2,rival,10.00,1.00,10.00,1.00,,,,9.76
rivaled,rivalled,0.06,Verb,7,6,2,rival,,,10.00,1.00,,,,9.76
rivaling,rivalling,0.10,Verb,8,7,3,rival,,,10.00,1.00,,,,9.76
rivalries,rivalries,0.10,Noun,9,8,3,rivalry,,,10.86,1.00,,,,
rivalry,rivalry,1.06,Noun,7,7,3,rivalry,10.86,1.00,10.86,1.00,,,,
rivals,rivals,1.22,Noun,6,6,2,rival,,,10.00,1.00,,,,9.76
rive,rive,0.06,Verb,4,3,1,rive,10.71,0.39,10.71,0.39,,,,
riven,riven,0.02,Verb,5,5,2,riven,14.25,0.19,14.25,0.19,,,,
river,river,55.47,Noun,5,4,2,river,4.90,1.00,4.90,1.00,4.84,4.47,,5.25
riverbank,riverbank,0.67,Noun,9,8,3,riverbank,6.44,0.95,6.44,0.95,,,,
riverbanks,riverbanks,0.10,Noun,10,9,3,riverbank,,,6.44,0.95,,,,
riverbed,riverbed,0.43,Noun,8,7,3,riverbed,9.59,0.94,9.59,0.94,,,,
riverbeds,riverbeds,0.02,Noun,9,8,3,riverbed,,,9.59,0.94,,,,
riverboat,riverboat,0.39,Noun,9,7,3,riverboat,7.90,1.00,7.90,1.00,,,,
riverboats,riverboats,0.02,Noun,10,8,3,riverboat,,,7.90,1.00,,,,
riverfront,riverfront,0.20,Noun,10,9,3,riverfront,9.47,1.00,9.47,1.00,,,,
rivers,rivers,5.31,Noun,6,5,2,river,,,4.90,1.00,4.84,4.47,,5.25
rives,rives,0.02,Verb,5,4,1,rive,,,10.71,0.39,,,,
rivet,rivet,0.33,Verb,5,5,2,rivet,12.83,1.00,12.83,1.00,,,,
riveted,riveted,0.37,Verb,7,7,3,rivet,,,12.83,1.00,,,,
riveter,riveter,0.06,Noun,7,6,3,riveter,11.21,1.00,11.21,1.00,,,,
riveting,riveting,0.45,Adjective,8,7,3,riveting,13.32,0.95,13.32,0.95,,,,
rivets,rivets,0.39,Noun,6,6,2,rivet,,,12.83,1.00,,,,
rivulet,rivulet,0.04,Noun,7,8,3,rivulet,12.00,0.60,12.00,0.60,,,,
